Name,Team,G,PA,AB,H,2B,3B,HR,R,RBI,BB,SO,HBP,SB,CS,-1,AVG,OBP,SLG,OPS,wOBA,wRC+,-1,BsR,Fld,-1,Off,Def,WAR,-1,ADP,playerid
Andres Alvarez,PIT,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.218,0.3,0.365,0.665,0.295,88,,0,0,,0,0,0,,999,sa3010710
Jose Fermin,STL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.229,0.306,0.34,0.646,0.289,88,,0,0,,0,0,0,,999,sa917339
Cam Devanney,MIL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.216,0.281,0.363,0.645,0.284,81,,0,0,,0,0,0,,999,sa1170010
Ernie Yake,MIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.243,0.292,0.34,0.631,0.279,82,,0,0,,0,0,0,,999,sa3017902
Luis Aviles Jr.,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.227,0.272,0.37,0.642,0.281,80,,0,0,,0,0,0,,999,sa738445
Zach Remillard,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.222,0.296,0.332,0.628,0.281,81,,0,0,,0,0,0,,999,sa659077
Sergio Alcántara,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.224,0.299,0.342,0.641,0.285,83,,0,0,,0,0,0,,999,16417
Nick Loftin,KCR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.239,0.298,0.369,0.668,0.294,87,,0,0,,0,0,0,,999,sa3014511
Jeremiah Jackson,LAA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.22,0.285,0.383,0.668,0.292,87,,0,0,,0,0,0,,999,sa3007740
Jesus Valdez,ARI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.235,0.284,0.387,0.67,0.293,86,,0,0,,0,0,0,,999,sa3005492
Leonel Valera,WSN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.217,0.273,0.369,0.643,0.281,78,,0,0,,0,0,0,,999,sa917320
Freddy Galvis,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.237,0.291,0.37,0.661,0.29,87,,0,0,,0,0,0,,999,6609
Greg Jones,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.21,0.272,0.33,0.602,0.267,77,,0,0,,0,0,0,,999,sa3010151
C.J. Chatham,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.25,0.298,0.354,0.652,0.287,84,,0,0,,0,0,0,,999,sa873984
Evan Mendoza,STL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.227,0.297,0.304,0.601,0.271,76,,0,0,,0,0,0,,999,sa3002836
Andy Weber,CHC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.237,0.29,0.335,0.625,0.277,77,,0,0,,0,0,0,,999,sa3008282
Nasim Nuñez,MIA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.215,0.304,0.286,0.59,0.27,74,,0,0,,0,0,0,,999,sa3010695
Ray-Patrick Didder,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.215,0.288,0.326,0.615,0.274,76,,0,0,,0,0,0,,999,sa736824
Luis De Los Santos,TOR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.226,0.272,0.353,0.624,0.274,77,,0,0,,0,0,0,,999,sa917822
Max Schuemann,OAK,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.214,0.294,0.317,0.611,0.275,83,,0,0,,0,0,0,,999,sa3007511
Freddy Zamora,MIL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.229,0.289,0.331,0.621,0.276,76,,0,0,,0,0,0,,999,sa3014500
David Masters,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.218,0.282,0.368,0.651,0.286,84,,0,0,,0,0,0,,999,sa602586
Arquímedes Gamboa,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.209,0.296,0.31,0.606,0.275,76,,0,0,,0,0,0,,999,sa877497
Wilfredo Tovar,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.24,0.302,0.332,0.634,0.283,82,,0,0,,0,0,0,,999,10416
Peter Maris,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.223,0.28,0.366,0.647,0.284,82,,0,0,,0,0,0,,999,sa877608
Gage Workman,DET,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.213,0.26,0.357,0.618,0.27,75,,0,0,,0,0,0,,999,sa3014441
Jake Palomaki,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.227,0.304,0.298,0.603,0.273,75,,0,0,,0,0,0,,999,sa3007003
Marco Luciano,SFG,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.213,0.269,0.347,0.616,0.272,75,,0,0,,0,0,0,,999,sa3010022
Miguelangel Sierra,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.209,0.275,0.369,0.643,0.283,82,,0,0,,0,0,0,,999,sa872750
Chad De La Guerra,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.213,0.285,0.354,0.639,0.283,82,,0,0,,0,0,0,,999,sa875729
Cadyn Grenier,BAL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.199,0.293,0.302,0.594,0.27,74,,0,0,,0,0,0,,999,sa3008140
Rayder Ascanio,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.227,0.286,0.353,0.638,0.281,81,,0,0,,0,0,0,,999,sa735861
Logan Davidson,OAK,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.204,0.272,0.316,0.588,0.263,74,,0,0,,0,0,0,,999,sa918676
Jancarlos Cintron,ARI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.247,0.289,0.355,0.644,0.283,79,,0,0,,0,0,0,,999,sa3004065
Grae Kessinger,HOU,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.2,0.275,0.323,0.598,0.268,72,,0,0,,0,0,0,,999,sa3010327
Starlin Castro,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.252,0.296,0.365,0.661,0.29,87,,0,0,,0,0,0,,999,4579
Mason McCoy,SEA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.204,0.265,0.323,0.588,0.261,72,,0,0,,0,0,0,,999,sa3002758
Richie Martin,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.226,0.289,0.334,0.622,0.277,77,,0,0,,0,0,0,,999,17736
Jeison Guzmán,KCR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.225,0.275,0.339,0.614,0.271,71,,0,0,,0,0,0,,999,sa914314
Anderson Tejeda,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.201,0.256,0.347,0.603,0.265,69,,0,0,,0,0,0,,999,19909
Moises Castillo,CHW,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.22,0.288,0.305,0.593,0.267,71,,0,0,,0,0,0,,999,sa917135
Leonardo Rivas,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.22,0.294,0.32,0.615,0.276,77,,0,0,,0,0,0,,999,sa872542
Luis Carpio,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.221,0.289,0.332,0.62,0.277,77,,0,0,,0,0,0,,999,sa827960
Ryan Fitzgerald,BOS,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.217,0.284,0.359,0.643,0.284,78,,0,0,,0,0,0,,999,sa3006218
Bryson Brigman,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.234,0.29,0.332,0.621,0.276,77,,0,0,,0,0,0,,999,sa829857
Ronald Torreyes,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.233,0.28,0.333,0.613,0.27,73,,0,0,,0,0,0,,999,11400
Delvin Pérez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.221,0.279,0.31,0.59,0.263,68,,0,0,,0,0,0,,999,sa917935
Tim Beckham,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.243,0.296,0.393,0.689,0.301,94,,0,0,,0,0,0,,999,7949
Adael Amador,COL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.229,0.301,0.343,0.643,0.286,68,,0,0,,0,0,0,,999,sa3014682
Austin Gauthier,LAD,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.194,0.289,0.283,0.572,0.262,68,,0,0,,0,0,0,,999,sa3017121
Laz Rivera,CHW,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.223,0.277,0.342,0.619,0.274,76,,0,0,,0,0,0,,999,sa3004128
Jecksson Flores,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.223,0.293,0.317,0.61,0.274,75,,0,0,,0,0,0,,999,sa597007
Cristian Santana,DET,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.187,0.265,0.315,0.581,0.261,68,,0,0,,0,0,0,,999,sa3015697
Mikey White,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.21,0.277,0.338,0.615,0.273,75,,0,0,,0,0,0,,999,sa658966
Frederick Bencosme,BAL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.227,0.272,0.318,0.591,0.261,68,,0,0,,0,0,0,,999,sa3016779
Ivan Johnson,CIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.226,0.28,0.365,0.645,0.283,74,,0,0,,0,0,0,,999,sa1169627
Shay Whitcomb,HOU,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.21,0.259,0.359,0.618,0.27,74,,0,0,,0,0,0,,999,sa3014948
Wilmer Difo,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.238,0.291,0.34,0.631,0.28,79,,0,0,,0,0,0,,999,14320
Johan Lopez,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.204,0.271,0.32,0.591,0.264,74,,0,0,,0,0,0,,999,sa3003228
Connor Kaiser,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.197,0.271,0.313,0.584,0.262,67,,0,0,,0,0,0,,999,sa3007823
Matthew Lugo,BOS,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.223,0.265,0.348,0.613,0.269,67,,0,0,,0,0,0,,999,sa1169598
Marcelo Mayer,BOS,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.207,0.28,0.331,0.61,0.269,67,,0,0,,0,0,0,,999,sa3017114
Frainyer Chavez,TEX,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.229,0.295,0.309,0.604,0.271,74,,0,0,,0,0,0,,999,sa3007019
Carlos Herrera,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.228,0.268,0.349,0.617,0.27,73,,0,0,,0,0,0,,999,sa830140
Adeiny Hechavarria,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.233,0.282,0.341,0.624,0.275,76,,0,0,,0,0,0,,999,10459
Jeremy Eierman,OAK,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.193,0.242,0.33,0.572,0.252,66,,0,0,,0,0,0,,999,sa3007005
Erisbel Arruebarrena,LAD,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.209,0.259,0.337,0.596,0.26,66,,0,0,,0,0,0,,999,15809
José Peraza,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.238,0.283,0.347,0.63,0.278,78,,0,0,,0,0,0,,999,13593
Leo Jimenez,TOR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.202,0.277,0.294,0.571,0.258,66,,0,0,,0,0,0,,999,sa3006891
Asdrúbal Cabrera,CIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.228,0.299,0.365,0.664,0.293,81,,0,0,,0,0,0,,999,4962
Luis Vazquez,CHC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.219,0.263,0.324,0.588,0.259,65,,0,0,,0,0,0,,999,sa3005131
Euribiel Angeles,OAK,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.228,0.266,0.299,0.565,0.251,65,,0,0,,0,0,0,,999,sa3008877
Richard Urena,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.232,0.272,0.346,0.618,0.271,74,,0,0,,0,0,0,,999,16411
Miguel Hernandez,CIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.232,0.279,0.33,0.608,0.269,64,,0,0,,0,0,0,,999,sa917055
Ethan Murray,MIL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.207,0.268,0.312,0.58,0.259,64,,0,0,,0,0,0,,999,sa3017051
Kevin Merrell,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.221,0.277,0.327,0.604,0.268,71,,0,0,,0,0,0,,999,sa915707
Demetrius Sims,MIA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.201,0.268,0.297,0.565,0.254,63,,0,0,,0,0,0,,999,sa3004390
Patrick Frick,SEA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.213,0.281,0.295,0.576,0.26,71,,0,0,,0,0,0,,999,sa3009891
Kevin Vicuña,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.232,0.281,0.318,0.599,0.266,70,,0,0,,0,0,0,,999,sa872466
Daniel Schneemann,CLE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.215,0.278,0.316,0.594,0.265,70,,0,0,,0,0,0,,999,sa3006936
Luis Leon,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.19,0.252,0.294,0.547,0.245,55,,0,0,,-0.1,0,0,,999,sa917463
Roberto Baldoquin,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.225,0.288,0.305,0.593,0.266,70,,0,0,,0,0,0,,999,sa857538
Alika Williams,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.2,0.262,0.29,0.552,0.248,63,,0,0,,0,0,0,,999,sa3014427
Hao Yu Lee,PHI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.21,0.268,0.314,0.582,0.258,63,,0,0,,0,0,0,,999,sa3017863
Gilbert Lara,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.215,0.255,0.326,0.581,0.256,63,,0,0,,0,0,0,,999,sa877337
Edwin Figuera,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.223,0.268,0.309,0.577,0.255,62,,0,0,,0,0,0,,999,sa872730
Adrian Pinto,TOR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.202,0.27,0.288,0.558,0.252,61,,0,0,,0,0,0,,999,sa3015542
Brooks Lee,MIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.208,0.263,0.301,0.565,0.252,62,,0,0,,0,0,0,,999,sa3019973
José Devers,MIA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.225,0.269,0.318,0.587,0.26,67,,0,0,,0,0,0,,999,20540
Edwin Díaz,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.185,0.249,0.331,0.579,0.255,62,,0,0,,0,0,0,,999,sa738152
Danny Serretti,DET,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.202,0.272,0.284,0.556,0.252,62,,0,0,,0,0,0,,999,sa3019967
LJ Hatch,COL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.225,0.28,0.349,0.628,0.277,62,,0,0,,0,0,0,,999,sa3005233
Manuel Geraldo,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.224,0.268,0.331,0.599,0.264,69,,0,0,,0,0,0,,999,sa827970
Kelvin Melean,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.218,0.28,0.312,0.592,0.265,69,,0,0,,0,0,0,,999,sa917141
Will Holland,MIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.198,0.268,0.314,0.583,0.26,68,,0,0,,0,0,0,,999,sa3011204
Dariel Lopez,PIT,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.222,0.26,0.345,0.605,0.265,68,,0,0,,0,0,0,,999,sa3008901
Edgardo Fermin,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.214,0.267,0.329,0.596,0.264,68,,0,0,,0,0,0,,999,sa872571
Daniel Robertson,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.206,0.285,0.309,0.594,0.268,71,,0,0,,0,0,0,,999,14145
Elliot Soto,MIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.21,0.283,0.297,0.579,0.261,69,,0,0,,0,0,0,,999,11155
Drew Maggi,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.202,0.284,0.296,0.58,0.263,68,,0,0,,0,0,0,,999,sa549144
Luis Gonzalez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.225,0.272,0.322,0.594,0.263,68,,0,0,,0,0,0,,999,sa736875
Garrett Hampson,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.217,0.278,0.328,0.606,0.269,72,,0,0,,0,0,0,,999,19262
Imeldo Diaz,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.231,0.268,0.328,0.596,0.263,68,,0,0,,0,0,0,,999,sa872851
Jose Salas,MIA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.207,0.26,0.298,0.558,0.249,60,,0,0,,0,0,0,,999,sa3014690
Grenny Cumana,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.244,0.293,0.345,0.638,0.282,81,,0,0,,0,0,0,,999,sa735846
Malquin Canelo,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.218,0.271,0.318,0.589,0.261,67,,0,0,,0,0,0,,999,sa657479
Trei Cruz,DET,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.187,0.274,0.269,0.543,0.249,60,,0,0,,0,0,0,,999,sa3014420
Luis Marté,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.225,0.266,0.327,0.594,0.262,67,,0,0,,0,0,0,,999,14515
Eddinson Paulino,BOS,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.206,0.261,0.321,0.582,0.258,59,,0,0,,0,0,0,,999,sa3009538
AJ Graffanino,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.221,0.277,0.306,0.583,0.261,66,,0,0,,0,0,0,,999,sa3008030
Erik González,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.236,0.278,0.322,0.601,0.266,70,,0,0,,0,0,0,,999,13369
Pat Valaika,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.218,0.268,0.334,0.602,0.266,70,,0,0,,0,0,0,,999,14885
Alex De Jesus,TOR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.197,0.269,0.309,0.578,0.259,66,,0,0,,0,0,0,,999,sa3008842
Andrew Romine,CHC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.228,0.28,0.312,0.592,0.264,68,,0,0,,0,0,0,,999,1159
Errol Robinson,STL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.199,0.279,0.281,0.56,0.255,65,,0,0,,0,0,0,,999,sa857819
Simon Whiteman,SFG,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.201,0.284,0.278,0.562,0.257,65,,0,0,,0,0,0,,999,sa1169809
JT Riddle,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.215,0.253,0.339,0.592,0.259,65,,0,0,,0,0,0,,999,17642
Jordy Mercer,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.224,0.275,0.329,0.604,0.268,71,,0,0,,0,0,0,,999,6547
Angelo Castellano,KCR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.203,0.268,0.296,0.564,0.253,58,,0,0,,0,0,0,,999,sa657521
Franklin Barreto,WSN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.19,0.257,0.335,0.592,0.262,67,,0,0,,0,0,0,,999,15519
Alexander Hernandez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.2,0.248,0.342,0.59,0.259,65,,0,0,,0,0,0,,999,sa3002696
Jake Hoover,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.214,0.272,0.308,0.58,0.259,65,,0,0,,0,0,0,,999,sa3010280
Osvaldo Duarte,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.208,0.264,0.319,0.583,0.259,65,,0,0,,0,0,0,,999,sa828299
Carson Williams,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.182,0.235,0.308,0.543,0.24,58,,0,0,,0,0,0,,999,sa3017795
Riley Delgado,ATL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.237,0.287,0.302,0.589,0.263,65,,0,0,,0,0,0,,999,sa3004934
Abiatal Avelino,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.236,0.29,0.355,0.645,0.285,83,,0,0,,0,0,0,,999,15496
Jackson Cluff,WSN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.199,0.261,0.299,0.56,0.25,57,,0,0,,-0.1,0,0,,999,sa3010342
Ethan Paul,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.205,0.278,0.292,0.57,0.258,64,,0,0,,0,0,0,,999,sa3011423
Kevin Made,CHC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.203,0.254,0.303,0.557,0.248,57,,0,0,,-0.1,0,0,,999,sa3014679
Edwin Arroyo,CIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.212,0.256,0.33,0.586,0.258,57,,0,0,,-0.1,0,0,,999,sa3017626
Max Muncy,OAK,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.181,0.242,0.292,0.534,0.239,57,,0,0,,0,0,0,,999,sa3017290
Tsung-Che Cheng,PIT,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.199,0.265,0.286,0.551,0.248,56,,0,0,,-0.1,0,0,,999,sa3015376
Rubén Tejada,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.22,0.292,0.3,0.592,0.267,71,,0,0,,0,0,0,,999,5519
Cal Conley,ATL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.205,0.251,0.318,0.569,0.25,56,,0,0,,-0.1,0,0,,999,sa3017080
Collin Burns,BAL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.211,0.259,0.295,0.553,0.245,56,,0,0,,0,0,0,,999,sa3017176
James Parker,SEA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.186,0.241,0.296,0.537,0.239,56,,0,0,,0,0,0,,999,sa3016859
William Lugo,NYM,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.197,0.253,0.306,0.559,0.249,63,,0,0,,0,0,0,,999,sa3010876
Jose Gomez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.218,0.266,0.312,0.578,0.257,63,,0,0,,0,0,0,,999,sa828331
Scott Kingery,PHI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.195,0.273,0.313,0.586,0.263,66,,0,0,,0,0,0,,999,17975
Grant Williams,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.23,0.271,0.302,0.574,0.255,62,,0,0,,0,0,0,,999,sa3006724
Galli Cribbs Jr.,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.201,0.257,0.293,0.55,0.246,56,,0,0,,-0.1,0,0,,999,sa708444
Connor Kopach,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.184,0.252,0.29,0.543,0.244,55,,0,0,,-0.1,0,0,,999,sa3006791
Osvaldo Abreu,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.201,0.262,0.308,0.57,0.254,62,,0,0,,0,0,0,,999,sa657398
Robbie Glendinning,KCR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.216,0.294,0.358,0.652,0.29,84,,0,0,,0,0,0,,999,sa3004978
Milan Tolentino,CLE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.194,0.267,0.266,0.532,0.243,54,,0,0,,-0.1,0,0,,999,sa3014544
Hugo Cardona,TOR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.191,0.25,0.285,0.535,0.24,53,,0,0,,-0.1,0,0,,999,sa3003339
Cristian Perez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.211,0.259,0.284,0.543,0.243,54,,0,0,,-0.1,0,0,,999,sa917025
Chris Givin,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.206,0.269,0.295,0.563,0.253,61,,0,0,,0,0,0,,999,sa3010161
Manuel Sequera,DET,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.197,0.228,0.32,0.549,0.24,54,,0,0,,-0.1,0,0,,999,sa3015179
Kyle Holder,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.203,0.267,0.296,0.563,0.253,61,,0,0,,0,0,0,,999,sa857840
Francisco Acuna,PIT,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.196,0.256,0.287,0.542,0.244,54,,0,0,,-0.1,0,0,,999,sa3003291
Steven Leyton,CIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.212,0.24,0.342,0.582,0.253,53,,0,0,,-0.1,0,0,,999,sa917309
Ryan Howard,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.203,0.259,0.306,0.566,0.252,60,,0,0,,0,0,0,,999,sa857225
Mack Chambers,STL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.198,0.253,0.276,0.529,0.237,53,,0,0,,-0.1,0,0,,999,sa3016919
Deven Marrero,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.204,0.275,0.319,0.594,0.266,70,,0,0,,0,0,0,,999,13325
Junior Tilien,NYM,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.19,0.233,0.295,0.528,0.234,53,,0,0,,-0.1,0,0,,999,sa3015187
Gabriel Rodriguez,CLE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.211,0.26,0.306,0.565,0.251,60,,0,0,,0,0,0,,999,sa3008744
Ryan Bliss,ARI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.198,0.25,0.297,0.548,0.244,52,,0,0,,-0.1,0,0,,999,sa3016951
Yasel Antuna,WSN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.205,0.289,0.323,0.612,0.274,73,,0,0,,0,0,0,,999,sa962601
Tyler Frank,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.202,0.256,0.288,0.544,0.243,60,,0,0,,0,0,0,,999,sa3006660
Jack Blomgren,COL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.227,0.29,0.322,0.612,0.273,59,,0,0,,0,0,0,,999,sa3014825
Izaac Pacheco,DET,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.204,0.256,0.306,0.562,0.249,60,,0,0,,0,0,0,,999,sa3016969
Mitch Roman,CHW,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.204,0.272,0.281,0.553,0.251,59,,0,0,,0,0,0,,999,sa918259
Josue Huma,CHC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.203,0.253,0.285,0.539,0.241,52,,0,0,,-0.1,0,0,,999,sa3003379
Justin Twine,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.21,0.252,0.314,0.567,0.25,59,,0,0,,0,0,0,,999,sa828686
J.T. Arruda,WSN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.192,0.259,0.277,0.536,0.242,52,,0,0,,-0.1,0,0,,999,sa3010036
Yerdel Vargas,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.212,0.254,0.311,0.566,0.25,59,,0,0,,0,0,0,,999,sa3003184
