"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","wRC+","-1","BsR","Fld","-1","Off","Def","WAR","-1","ADP","playerid"
"Jonathan Morales","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".244",".301",".362",".664",".293","73","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa875808"
"Melvin Novoa","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".268",".343",".611",".270","73","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa827953"
"Mike Antico","STL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".287",".356",".643",".284","85","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3016922"
"John Rave","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".298",".371",".669",".295","88","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa918890"
"Levi Jordan","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".294",".368",".662",".291","87","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3007976"
"Jose Alvarez","HOU","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".277",".328",".605",".268","73","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3003377"
"Ivan Gonzalez","CHW","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".271",".340",".612",".270","73","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3010014"
"Kyle Seager","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".288",".387",".674",".296","90","","0.0","0.0","","0.0","0.0","0.0","","999.0","9785"
"Jason Lopez","MIL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".201",".276",".334",".609",".271","72","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa872552"
"Will Wagner","HOU","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".303",".347",".650",".290","88","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3017079"
"Michael Helman","MIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".287",".364",".651",".287","87","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3008280"
"Spencer Horwitz","TOR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".243",".331",".397",".728",".321","110","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa1115496"
"Scott Hurst","STL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".307",".347",".654",".292","91","","0.0","0.0","","0.0","0.0","0.0","","999.0","20501"
"Daniel Brito","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".242",".299",".371",".670",".294","87","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa872732"
"Jimmy Herron","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".257",".330",".433",".763",".333","100","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3008183"
"Roldani Baldwin","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".265",".344",".610",".269","72","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa828313"
"Adam Hackenberg","CHW","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".273",".334",".608",".270","73","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3017041"
"Nick Loftin","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".298",".369",".668",".294","87","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3014511"
"Austin Listi","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".294",".363",".657",".291","87","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3004170"
"Michael Guldberg","OAK","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".290",".347",".637",".282","87","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3014822"
"Johnny Rizer","BAL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".280",".381",".661",".289","87","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa1169761"
"Davis Schneider","TOR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".308",".394",".702",".309","102","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3004518"
"Rudy Martin","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".298",".347",".646",".288","85","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829374"
"Quincy Nieporte","DET","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".247",".299",".442",".741",".320","110","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3004819"
"Matt Kroon","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".291",".376",".666",".293","86","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3007502"
"Jeremiah Jackson","LAA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".285",".383",".668",".292","87","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3007740"
"Trey Hair","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".280",".384",".665",".290","87","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3003436"
"Edgar Quero","LAA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".276",".329",".606",".270","72","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3015239"
"Jose Rojas","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".285",".392",".677",".295","90","","0.0","0.0","","0.0","0.0","0.0","","999.0","19331"
"Diego Hernandez","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".250",".300",".363",".664",".292","86","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3005759"
"Jacob Wilson","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".224",".299",".364",".663",".294","89","","0.0","0.0","","0.0","0.0","0.0","","999.0","13254"
"Tim Federowicz","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".274",".342",".617",".273","75","","0.0","0.0","","0.0","0.0","0.0","","999.0","8609"
"Alexander Palma","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".246",".295",".422",".716",".310","100","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa739541"
"Jesus Valdez","ARI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".284",".387",".670",".293","86","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3005492"
"Michael Gigliotti","SFG","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".306",".333",".638",".286","85","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa915700"
"Michael Hermosillo","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".297",".371",".668",".297","91","","0.0","0.0","","0.0","0.0","0.0","","999.0","16285"
"Brady Policelli","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".199",".268",".334",".602",".268","71","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa918279"
"Bryan Torres","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".286",".310",".596",".267","71","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa885119"
"Domingo Leyba","SDP","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".295",".365",".661",".291","90","","0.0","0.0","","0.0","0.0","0.0","","999.0","16404"
"Sheldon Neuse","OAK","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".293",".365",".658",".290","93","","0.0","0.0","","0.0","0.0","0.0","","999.0","19635"
"Xavier Edwards","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".236",".303",".325",".628",".281","86","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3007018"
"Nathan Hickey","BOS","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".193",".279",".339",".618",".275","72","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3017398"
"Hendrik Clementina","ATL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".257",".366",".622",".272","71","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa828422"
"Ray-Patrick Didder","MIA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".289",".326",".615",".275","77","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa736824"
"Niko Hulsizer","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".287",".400",".688",".301","100","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3007053"
"Felix Valerio","MIL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".298",".355",".653",".289","84","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3005613"
"Freddy Galvis","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".291",".370",".661",".290","87","","0.0","0.0","","0.0","0.0","0.0","","999.0","6609"
"Travis Jones","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".304",".338",".642",".288","85","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829805"
"Pablo Reyes","MIL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".301",".379",".681",".299","92","","0.0","0.0","","0.0","0.0","0.0","","999.0","16357"
"José Godoy","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".276",".332",".608",".268","71","","0.0","0.0","","0.0","0.0","0.0","","999.0","15808"
"Matt Koperniak","STL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".249",".307",".385",".692",".304","99","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3014834"
"Leandro Cedeno","ARI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".258",".306",".443",".749",".323","107","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa873307"
"Greg Jones","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".272",".330",".602",".267","77","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3010151"
"Niko Kavadas","BOS","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".327",".421",".749",".327","108","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3017337"
"Josh Crouch","DET","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".272",".324",".596",".265","71","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3017370"
"Chris Bec","TOR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".283",".299",".582",".264","70","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3006727"
"Adam Haseley","CHW","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".296",".386",".682",".299","93","","0.0","0.0","","0.0","0.0","0.0","","999.0","19878"
"Kyle Mottice","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".242",".312",".331",".642",".288","85","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3007655"
"Tristan Peters","SFG","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".249",".314",".382",".696",".306","98","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3017851"
"Dylan Cozens","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".207",".308",".415",".723",".317","105","","0.0","0.0","","0.0","0.0","0.0","","999.0","15115"
"Mitch Nay","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".286",".366",".652",".288","85","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa657873"
"Isaac Collins","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".250",".325",".375",".700",".309","84","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3009884"
"Joey Roach","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".210",".274",".324",".598",".266","70","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa918726"
"Corban Joseph","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".249",".305",".375",".680",".299","93","","0.0","0.0","","0.0","0.0","0.0","","999.0","5503"
"Nick Sogard","BOS","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".240",".316",".344",".660",".295","85","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa1169919"
"Nick Dalesandro","ARI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".285",".312",".597",".267","68","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3007503"
"Josh VanMeter","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".216",".305",".368",".673",".299","92","","0.0","0.0","","0.0","0.0","0.0","","999.0","15170"
"Patrick Bailey","SFG","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".196",".273",".317",".590",".264","70","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3014442"
"David Sheaffer","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".266",".337",".603",".266","70","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3006846"
"Tyler White","ATL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".339",".391",".730",".325","107","","0.0","0.0","","0.0","0.0","0.0","","999.0","15564"
"Weston Wilson","MIL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".280",".374",".654",".288","84","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa873690"
"Nick Kahle","MIL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".200",".267",".334",".601",".267","69","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa1115979"
"Jack Conley","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".202",".277",".324",".601",".268","69","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3006857"
"C.J. Chatham","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".250",".298",".354",".652",".287","84","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa873984"
"Yariel Gonzalez","ATL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".281",".359",".640",".281","77","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa920278"
"Aaron Schunk","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".253",".300",".412",".713",".309","84","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3009957"
"Juan Graterol","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".232",".282",".321",".603",".268","71","","0.0","0.0","","0.0","0.0","0.0","","999.0","5398"
"Johnathan Rodriguez","CLE","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".284",".425",".709",".306","99","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3004147"
"Tristin English","ARI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".291",".368",".659",".290","84","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa876328"
"Miguel Palma","HOU","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".204",".260",".337",".597",".264","70","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3009279"
"Austin Rei","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".266",".331",".597",".265","69","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa659079"
"Vince Fernandez","OAK","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".288",".395",".684",".299","99","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa873990"
"CJ Alexander","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".273",".396",".668",".290","84","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3006912"
"Brewer Hicklen","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".217",".295",".395",".690",".302","93","","0.0","0.0","","0.0","0.0","0.0","","999.0","20450"
"Evan Mendoza","STL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".297",".304",".601",".271","76","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3002836"
"Eddy Alvarez","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".307",".357",".664",".295","90","","0.0","0.0","","0.0","0.0","0.0","","999.0","16959"
"Scott Kapers","TEX","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".197",".260",".337",".597",".264","70","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3007013"
"Andy Weber","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".237",".290",".335",".625",".277","77","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3008282"
"Pete Crow-Armstrong","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".281",".375",".656",".286","83","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3014458"
"D.J. Burt","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".306",".324",".630",".283","81","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa828876"
"Elih Marrero","BOS","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".290",".312",".603",".271","69","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3007822"
"Ford Proctor","SFG","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".307",".328",".634",".286","84","","0.0","0.0","","0.0","0.0","0.0","","999.0","21634"
"Roby Enriquez","ARI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".260",".310",".397",".707",".309","97","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3018209"
"Carlos Rincon","NYM","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".220",".281",".403",".684",".298","97","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa917319"
"Christian Kelley","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".275",".319",".594",".265","69","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa875583"
"Jackson Chourio","MIL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".268",".394",".663",".287","83","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3015704"
"Tucker Bradley","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".252",".318",".386",".705",".310","98","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3014937"
"Eliezer Alfonzo","DET","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".269",".324",".592",".262","69","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3003262"
"Dylan Busby","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".266",".388",".654",".286","84","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa915789"
"Nasim Nuñez","MIA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".304",".286",".590",".270","74","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3010695"
"Tim Tawa","ARI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".297",".355",".652",".289","83","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3016970"
"Hayden Senger","NYM","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".203",".263",".313",".575",".256","69","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3007009"
"Ryan Boldt","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".282",".367",".649",".285","83","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa738262"
"Thomas Milone","SDP","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".293",".337",".629",".280","83","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa737640"
"Robert Neustrom","BAL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".297",".398",".695",".304","98","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3006667"
"Cristian Santana","CIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".249",".290",".390",".680",".297","83","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829387"
"Chase Pinder","STL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".313",".361",".674",".301","97","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3003961"
"Nick Ciuffo","CHW","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".206",".263",".338",".601",".266","70","","0.0","0.0","","0.0","0.0","0.0","","999.0","16291"
"Michael Perez","NYM","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".197",".272",".339",".612",".272","79","","0.0","0.0","","0.0","0.0","0.0","","999.0","12977"
"Nate Mondou","OAK","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".221",".303",".320",".623",".280","86","","0.0","0.0","","0.0","0.0","0.0","","999.0","19563"
"Luis De Los Santos","TOR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".272",".353",".624",".274","77","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa917822"
"Marty Costes","HOU","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".322",".361",".683",".304","98","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3006783"
"Max Schuemann","OAK","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".214",".294",".317",".611",".275","83","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3007511"
"Freddy Zamora","MIL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".229",".289",".331",".621",".276","76","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3014500"
"Mickey Gasper","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".324",".386",".710",".315","106","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3007747"
"Jorbit Vivas","LAD","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".231",".300",".337",".637",".284","83","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3005511"
"David Masters","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".218",".282",".368",".651",".286","84","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa602586"
"Wilson Ramos","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".238",".290",".372",".662",".291","87","","0.0","0.0","","0.0","0.0","0.0","","999.0","1433"
"Ryan LaMarre","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".238",".315",".371",".686",".304","98","","0.0","0.0","","0.0","0.0","0.0","","999.0","10700"
"Joe McCarthy","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".310",".399",".709",".311","101","","0.0","0.0","","0.0","0.0","0.0","","999.0","18399"
"Arquímedes Gamboa","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".209",".296",".310",".606",".275","76","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa877497"
"Tyler Payne","CHC","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".219",".267",".334",".601",".265","69","","0.0","0.0","","0.0","0.0","0.0","","999.0","21139"
"Justin Yurchak","LAD","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".259",".324",".389",".714",".315","104","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa915590"
"Bret Boswell","COL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".235",".298",".404",".702",".307","82","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa918769"
"Cam Eden","TOR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".278",".358",".637",".280","81","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3009883"
"Trey Cabbage","LAA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".225",".294",".442",".736",".317","105","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa875022"
"Trevor Hauver","TEX","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".321",".362",".683",".304","98","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3014448"
"Lucas Erceg","MIL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".280",".369",".649",".286","82","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa872722"
"Herbert Iser","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".211",".271",".333",".604",".266","68","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3010679"
"Wilfredo Tovar","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".240",".302",".332",".634",".283","82","","0.0","0.0","","0.0","0.0","0.0","","999.0","10416"
"Damiano Palmegiani","TOR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".205",".268",".376",".644",".283","83","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3017326"
"Oscar Mercado","CLE","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".234",".299",".379",".678",".298","93","","0.0","0.0","","0.0","0.0","0.0","","999.0","16375"
"Peter Maris","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".223",".280",".366",".647",".284","82","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa877608"
"Ruben Cardenas","TBR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".222",".279",".402",".681",".296","97","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3007505"
"Gage Workman","DET","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".260",".357",".618",".270","75","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3014441"
"Tyler Cropley","KCR","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".208",".272",".326",".598",".266","68","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3007510"
"Christian Colón","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".304",".351",".655",".291","88","","0.0","0.0","","0.0","0.0","0.0","","999.0","11145"
"Izzy Wilson","BOS","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".226",".300",".409",".709",".310","96","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa877504"
"John Ryan Murphy","PIT","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".193",".255",".327",".582",".258","63","","0.0","0.0","","0.0","0.0","0.0","","999.0","10346"
"Marco Luciano","SFG","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".213",".269",".347",".616",".272","75","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3010022"
"David García","TEX","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".215",".265",".328",".592",".262","68","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3003197"
"Jesse Franklin V","ATL","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".230",".291",".417",".708",".308","95","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3014532"
"Anthony Seigler","NYY","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".183",".287",".277",".564",".260","68","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3006894"
"Johan Rojas","PHI","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".233",".285",".359",".644",".283","79","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3005784"
"DJ Peters","WSN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".212",".279",".401",".680",".295","88","","0.0","0.0","","0.0","0.0","0.0","","999.0","19348"
"C.J. Stubbs","HOU","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".181",".251",".337",".588",".260","67","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3010328"
"Dixon Machado","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".239",".312",".339",".651",".291","87","","0.0","0.0","","0.0","0.0","0.0","","999.0","11472"
"Edgar Cabral","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".194",".269",".315",".584",".262","67","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa738507"
"Isiah Gilliam","CIN","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".227",".303",".416",".720",".314","95","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa829343"
"Robert Perez Jr.","SEA","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".228",".296",".407",".703",".307","105","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3002851"
"Tyler Dearden","BOS","0","1","1","0","0","0","0","0","0","0","0","0","0","0","",".236",".317",".390",".707",".311","97","","0.0","0.0","","0.0","0.0","0.0","","999.0","sa3005103"
